,NO2,PM10,O3_max,O3_8h,SO2,CO
2015-01-12,64.0,94,46,20,,2.2
2015-01-13,101.0,32,64,40,,1.7
2015-01-14,,82,35,19,,1.8
2015-01-15,102.0,99,6,4,,1.8
2015-01-16,89.0,105,5,4,,1.7
2015-01-17,77.0,99,7,4,,1.7
2015-01-18,58.0,35,19,11,,1.4
2015-01-19,65.0,64,19,9,,1.8
2015-01-20,69.0,65,6,4,,1.5
2015-01-21,71.0,59,4,< 4,,1.8
2015-01-22,69.0,49,< 4,< 4,,1.0
2015-01-23,58.0,27,18,10,,1.1
2015-01-24,92.0,44,14,6,,1.6
2015-01-25,64.0,54,21,13,,2.0
2015-01-26,66.0,40,45,28,,1.2
2015-01-27,98.0,40,68,41,,1.3
2015-01-28,91.0,71,19,10,,1.6
2015-01-29,95.0,64,49,28,,1.9
2015-01-30,71.0,82,6,4,,1.7
2015-01-31,69.0,24,38,25,,1.0
2015-02-01,84.0,37,57,41,,1.1
2015-02-02,98.0,45,59,34,,1.5
2015-02-03,99.0,82,31,17,,1.9
2015-02-04,74.0,63,37,23,,2.1
2015-02-05,62.0,22,49,39,,0.8
2015-02-06,31.0,8,65,56,,0.7
2015-02-07,38.0,7,75,70,,0.6
2015-02-08,99.0,29,63,60,,1.2
2015-02-09,88.0,73,42,31,,1.8
2015-02-10,109.0,29,71,62,,1.0
2015-02-11,105.0,68,50,37,,1.2
2015-02-12,120.0,98,32,22,,1.8
2015-02-13,84.0,80,39,27,,1.7
2015-02-14,75.0,54,25,18,,1.5
2015-02-15,58.0,62,50,40,,0.8
2015-02-16,41.0,32,79,67,,0.7
2015-02-17,131.0,32,81,70,,1.1
2015-02-18,110.0,38,78,67,,1.1
2015-02-19,112.0,47,76,60,,1.2
2015-02-20,122.0,85,73,46,,1.6
2015-02-21,114.0,108,64,38,,1.6
2015-02-22,65.0,94,63,47,,1.2
2015-02-23,79.0,25,74,70,,1.0
2015-02-24,99.0,41,73,51,,1.3
2015-02-25,65.0,34,43,33,,1.2
2015-02-26,96.0,9,70,56,,0.2
2015-02-27,95.0,32,57,46,,0.5
2015-02-28,68.0,33,74,59,,0.5
2015-03-01,118.0,41,78,67,,0.8
2015-03-02,82.0,66,74,59,,1.1
2015-03-03,79.0,77,49,35,,0.5
2015-03-04,119.0,43,80,57,,0.8
2015-03-05,73.0,37,66,46,,0.9
2015-03-06,71.0,< 4,67,63,,0.1
2015-03-07,105.0,17,64,60,,0.5
2015-03-08,113.0,40,79,69,,0.8
2015-03-09,104.0,32,88,80,,0.5
2015-03-10,122.0,37,77,74,,0.7
2015-03-11,96.0,56,81,70,,1.0
2015-03-12,100.0,75,84,65,,0.8
2015-03-13,93.0,44,75,69,,0.8
2015-03-14,95.0,43,80,62,,0.6
2015-03-15,97.0,60,89,71,,0.8
2015-03-16,89.0,46,81,73,,0.9
2015-03-17,46.0,38,81,68,,0.4
2015-03-18,102.0,33,81,75,,0.5
2015-03-19,129.0,48,91,78,,0.7
2015-03-20,118.0,67,102,79,,0.9
2015-03-21,88.0,52,99,77,,0.7
2015-03-22,79.0,50,81,72,,0.9
2015-03-23,82.0,29,86,75,,0.7
2015-03-24,130.0,48,86,78,,0.9
2015-03-25,87.0,67,98,90,,1.4
2015-03-26,45.0,,71,63,,0.3
2015-03-27,66.0,,65,62,,0.4
2015-03-28,80.0,14,67,59,,0.6
2015-03-29,87.0,28,85,75,,1.1
2015-03-30,75.0,30,87,75,,0.6
2015-03-31,79.0,42,86,75,,0.5
2015-04-01,62.0,47,99,80,,0.5
2015-04-02,76.0,12,91,86,,0.3
2015-04-03,80.0,,87,76,,0.3
2015-04-04,58.0,17,94,89,,0.4
2015-04-05,57.0,18,87,76,,0.4
2015-04-06,24.0,4,93,89,,0.3
2015-04-07,41.0,10,100,93,,0.4
2015-04-08,62.0,< 4,100,90,,0.4
2015-04-09,101.0,,87,71,,0.7
2015-04-10,84.0,43,102,93,,0.9
2015-04-11,90.0,46,124,115,,0.7
2015-04-12,75.0,46,125,109,,0.6
2015-04-13,71.0,38,131,114,,0.6
2015-04-14,87.0,41,138,126,,0.6
2015-04-15,77.0,41,116,97,,0.5
2015-04-16,71.0,37,120,109,,0.6
2015-04-17,71.0,40,120,99,,0.6
2015-04-18,65.0,27,103,79,,0.5
2015-04-19,35.0,19,84,65,,0.5
2015-04-20,70.0,10,99,92,,0.5
2015-04-21,89.0,27,104,95,,0.6
2015-04-22,100.0,39,133,117,,0.5
2015-04-23,73.0,47,125,111,,0.5
2015-04-24,56.0,34,119,104,,0.4
2015-04-25,60.0,22,114,107,,0.3
2015-04-26,70.0,37,108,103,,0.4
2015-04-27,37.0,38,104,97,,0.4
2015-04-28,48.0,32,62,63,,0.4
2015-04-29,35.0,13,87,73,,0.3
2015-04-30,83.0,13,84,69,,0.4
2015-05-01,56.0,22,91,83,,0.5
2015-05-02,32.0,25,61,52,,0.3
2015-05-03,32.0,31,90,79,,0.3
2015-05-04,35.0,24,93,84,,0.3
2015-05-05,48.0,37,78,68,,0.4
2015-05-06,57.0,39,95,85,,0.4
2015-05-07,55.0,38,103,86,,0.4
2015-05-08,72.0,32,120,,,0.4
2015-05-09,52.0,22,136,119,,0.3
2015-05-10,54.0,11,135,122,,0.3
2015-05-11,43.0,8,124,120,,0.3
2015-05-12,64.0,15,113,109,,0.3
2015-05-13,68.0,19,126,118,,0.3
2015-05-14,56.0,30,124,106,,0.3
2015-05-15,28.0,34,150,134,,0.3
2015-05-16,38.0,14,101,111,,0.3
2015-05-17,70.0,13,100,95,,0.4
2015-05-18,71.0,20,112,106,,0.5
2015-05-19,,26,108,,,
2015-05-20,,34,115,,,
2015-05-21,48.0,23,80,90,,0.3
2015-05-22,34.0,6,87,73,,0.2
2015-05-23,41.0,10,73,67,,0.3
2015-05-24,36.0,6,69,61,,0.3
2015-05-25,58.0,5,111,103,,0.3
2015-05-26,43.0,17,139,118,,0.4
2015-05-27,45.0,17,109,93,,0.3
2015-05-28,31.0,< 4,103,95,,0.3
2015-05-29,39.0,11,120,107,,0.2
2015-05-30,59.0,20,131,122,,0.3
2015-05-31,57.0,30,146,133,,0.3
2015-06-01,47.0,18,137,131,,0.3
2015-06-02,55.0,32,146,132,,0.4
2015-06-03,38.0,28,135,130,,0.3
2015-06-04,55.0,34,172,160,,0.4
2015-06-05,77.0,31,155,143,,0.5
2015-06-06,75.0,34,166,148,,0.5
2015-06-07,55.0,40,180,160,,0.4
2015-06-08,64.0,31,147,129,,0.5
2015-06-09,60.0,,169,145,,0.4
2015-06-10,,,36,,,
2015-06-11,,,,,,
2015-06-12,,,,,,
2015-06-13,,,,,,
2015-06-14,,,,,,
2015-06-15,,,,,,
2015-06-16,,,,,,
2015-06-17,,,105,,,
2015-06-18,,,101,,,
2015-06-19,52.0,,119,111,,0.4
2015-06-20,53.0,,124,115,,0.4
2015-06-21,64.0,,89,80,,0.5
2015-06-22,60.0,,103,96,,0.5
2015-06-23,54.0,,97,93,,0.5
2015-06-24,34.0,,101,73,,0.5
2015-06-25,61.0,,85,80,,0.3
2015-06-26,52.0,,109,102,,0.4
2015-06-27,54.0,,127,121,,0.4
2015-06-28,42.0,,119,112,,0.4
2015-06-29,30.0,,130,121,,0.4
2015-06-30,,,105,99,,0.4
2015-07-01,,,137,131,,0.4
2015-07-02,69.0,,113,110,,0.3
2015-07-03,70.0,,130,120,,0.4
2015-07-04,48.0,,170,116,,0.4
2015-07-05,36.0,,153,140,,0.3
2015-07-06,38.0,,123,115,,0.3
2015-07-07,40.0,26,109,105,,0.3
2015-07-08,41.0,,138,123,,0.3
2015-07-09,33.0,,110,94,,0.3
2015-07-10,53.0,,88,80,,0.3
2015-07-11,46.0,,100,88,,0.2
2015-07-12,60.0,,129,114,,0.2
2015-07-13,49.0,,147,138,,0.2
2015-07-14,63.0,,173,148,,
2015-07-15,44.0,,179,161,,
2015-07-16,47.0,,179,165,,0.3
2015-07-17,45.0,,146,139,,0.3
2015-07-18,43.0,,180,149,,0.4
2015-07-19,50.0,,192,175,,0.4
2015-07-20,41.0,,154,145,,0.4
2015-07-21,48.0,,188,171,,0.4
2015-07-22,55.0,,211,188,,
2015-07-23,42.0,,232,210,,
2015-07-24,87.0,,193,177,,0.7
2015-07-25,59.0,,189,172,,0.8
2015-07-26,36.0,,151,138,,0.8
2015-07-27,45.0,,108,97,,0.8
2015-07-28,28.0,,125,117,,0.8
2015-07-29,32.0,,141,126,,
2015-07-30,29.0,,144,,,
2015-07-31,21.0,,85,81,,0.1
2015-08-01,58.0,,107,105,,0.2
2015-08-02,27.0,,127,115,,0.4
2015-08-03,60.0,,121,116,,0.6
2015-08-04,39.0,,143,134,,0.7
2015-08-05,61.0,,148,137,,0.8
2015-08-06,70.0,,150,134,,0.3
2015-08-07,75.0,,164,152,,0.4
2015-08-08,83.0,,166,150,,0.6
2015-08-09,48.0,,158,136,,0.6
2015-08-10,54.0,,174,154,,0.7
2015-08-11,32.0,,153,142,,
2015-08-12,79.0,,151,139,,0.1
2015-08-13,75.0,,186,162,,0.4
2015-08-14,59.0,,169,161,,0.4
2015-08-15,41.0,,171,157,,0.4
2015-08-16,22.0,,137,126,,0.3
2015-08-17,20.0,,90,77,,0.2
2015-08-18,27.0,,98,91,,0.2
2015-08-19,29.0,,120,105,,0.1
2015-08-20,29.0,,97,87,,0.3
2015-08-21,43.0,,116,105,,0.3
2015-08-22,30.0,,99,87,,0.3
2015-08-23,59.0,,119,109,,0.3
2015-08-24,51.0,,108,102,,0.5
2015-08-25,33.0,,83,73,,0.3
2015-08-26,27.0,,104,93,,0.4
2015-08-27,47.0,,112,99,,0.4
2015-08-28,46.0,,140,128,,0.4
2015-08-29,51.0,,159,129,,0.5
2015-08-30,65.0,,161,147,,0.5
2015-08-31,49.0,,141,135,,0.5
2015-09-01,49.0,,145,130,,0.6
2015-09-02,61.0,,144,129,,0.6
2015-09-03,40.0,33,113,102,,0.5
2015-09-04,43.0,,128,115,,0.5
2015-09-05,49.0,,127,114,,0.6
2015-09-06,28.0,,116,91,,0.6
2015-09-07,59.0,,110,102,,0.7
2015-09-08,72.0,,93,82,,0.7
2015-09-09,63.0,,95,86,,0.5
2015-09-10,66.0,,93,85,,0.5
2015-09-11,35.0,,103,96,,0.4
2015-09-12,63.0,,112,95,,0.4
2015-09-13,61.0,,123,109,,0.5
2015-09-14,34.0,,105,95,,0.4
2015-09-15,47.0,,94,82,,0.4
2015-09-16,63.0,,110,95,,0.6
2015-09-17,77.0,,92,77,,0.6
2015-09-18,56.0,,82,59,,0.6
2015-09-19,40.0,,112,92,,0.6
2015-09-20,76.0,,104,78,,0.7
2015-09-21,51.0,,93,84,,0.8
2015-09-22,53.0,,101,93,,0.5
2015-09-23,47.0,,94,85,,0.5
2015-09-24,52.0,,68,57,,0.3
2015-09-25,41.0,,51,55,,0.3
2015-09-26,54.0,,48,36,,0.4
2015-09-27,66.0,,73,58,,0.4
2015-09-28,35.0,,80,66,,0.4
2015-09-29,28.0,16,82,75,,0.3
2015-09-30,41.0,17,76,73,,0.3
2015-10-01,32.0,18,72,66,,0.4
2015-10-02,29.0,,64,59,,0.4
2015-10-03,41.0,21,58,55,,0.4
2015-10-04,65.0,29,70,52,,0.7
2015-10-05,52.0,24,80,68,,0.8
2015-10-06,74.0,20,85,64,,0.5
2015-10-07,45.0,35,43,35,,0.5
2015-10-08,57.0,34,55,43,,0.5
2015-10-09,46.0,18,87,68,,0.5
2015-10-10,75.0,18,56,40,,0.7
2015-10-11,44.0,18,61,50,,0.7
2015-10-12,48.0,13,74,62,,0.5
2015-10-13,50.0,,69,58,,0.6
2015-10-14,29.0,14,43,37,,0.6
2015-10-15,40.0,12,27,24,,0.6
2015-10-16,56.0,15,58,41,,0.6
2015-10-17,78.0,19,84,72,,0.9
2015-10-18,63.0,35,76,55,,0.9
2015-10-19,53.0,47,69,48,,0.9
2015-10-20,45.0,24,77,63,,0.7
2015-10-21,81.0,25,58,,,
2015-10-22,92.0,34,74,54,,0.9
2015-10-23,81.0,26,67,53,,1.0
2015-10-24,95.0,42,72,52,,1.1
2015-10-25,94.0,53,60,41,,1.1
2015-10-26,74.0,85,40,27,,1.3
2015-10-27,93.0,,63,41,,1.3
2015-10-28,89.0,53,56,38,,1.4
2015-10-29,81.0,51,52,28,,1.2
2015-10-30,60.0,24,55,48,,0.6
2015-10-31,86.0,27,58,38,,0.7
2015-11-01,68.0,29,82,65,,0.6
2015-11-02,83.0,38,76,62,,1.0
2015-11-03,118.0,50,69,42,,1.4
2015-11-04,93.0,79,31,18,,1.6
2015-11-05,91.0,100,14,8,,1.5
2015-11-06,102.0,103,33,21,,1.6
2015-11-07,106.0,92,45,21,,1.8
2015-11-08,87.0,83,35,24,,1.6
2015-11-09,83.0,85,47,27,,1.7
2015-11-10,76.0,97,11,7,,1.8
2015-11-11,71.0,79,5,4,,1.5
2015-11-12,75.0,60,4,< 4,,1.1
2015-11-13,63.0,43,9,6,,1.1
2015-11-14,54.0,33,5,4,,0.9
2015-11-15,69.0,58,48,33,,1.2
2015-11-16,41.0,75,52,34,,1.2
2015-11-17,45.0,71,46,32,,0.8
2015-11-18,45.0,72,24,18,,0.5
2015-11-19,59.0,50,25,16,,0.8
2015-11-20,46.0,66,11,5,,0.8
2015-11-21,57.0,65,17,12,,0.7
2015-11-22,47.0,32,51,45,,0.7
2015-11-23,86.0,29,62,42,,1.1
2015-11-24,63.0,30,41,30,,1.5
2015-11-25,111.0,40,53,36,,1.5
2015-11-26,71.0,55,12,7,,1.7
2015-11-27,80.0,52,25,13,,1.2
2015-11-28,89.0,55,41,23,,1.4
2015-11-30,90.0,83,30,18,,1.6
2015-12-01,103.0,,10,6,,2.0
2015-12-02,105.0,107,19,9,,1.9
2015-12-03,122.0,121,25,11,,2.1
2015-12-04,66.0,82,16,6,,2.3
2015-12-05,66.0,72,19,8,,1.1
2015-12-06,91.0,64,45,27,,0.9
2015-12-07,46.0,47,17,13,,0.8
2015-12-08,54.0,74,13,7,,0.7
2015-12-09,49.0,51,11,8,,1.0
2015-12-10,54.0,62,6,,,1.1
2015-12-11,75.0,57,10,6,,1.3
2015-12-12,55.0,41,< 4,< 4,,1.2
2015-12-13,74.0,61,7,5,,1.8
2015-12-14,77.0,92,7,5,,1.9
2015-12-15,160.0,85,13,8,,1.9
2015-12-16,110.0,103,10,5,,2.5
2015-12-17,135.0,122,18,6,,2.1
2015-12-18,91.0,114,16,7,,2.3
2015-12-19,93.0,117,6,< 4,,2.3
2015-12-20,85.0,112,8,4,,2.3
2015-12-21,45.0,83,5,,,
2015-12-22,54.0,91,6,< 4,,1.3
2015-12-23,69.0,69,< 4,< 4,,1.1
2015-12-24,65.0,55,< 4,< 4,,1.1
2015-12-25,59.0,56,17,8,,1.0
2015-12-26,40.0,60,9,6,,1.2
2015-12-27,34.0,35,15,11,,0.8
2015-12-28,41.0,30,9,8,,0.8
2015-12-29,50.0,30,7,6,,0.9
2015-12-30,39.0,35,6,5,,1.2
2015-12-31,62.0,42,44,27,,1.3
2016-01-01,65.0,54,24,16,,1.4
2016-01-02,64.0,121,35,18,,1.8
2016-01-03,39.0,75,11,6,,1.6
2016-01-04,51.0,37,43,32,,1.3
2016-01-05,24.0,44,32,27,,1.3
2016-01-06,47.0,57,6,4,,1.1
2016-01-07,73.0,51,21,10,,1.0
2016-01-08,69.0,73,8,5,,1.3
2016-01-09,94.0,74,16,7,,1.3
2016-01-10,67.0,56,4,< 4,,1.4
2016-01-11,56.0,43,4,< 4,,1.0
2016-01-12,74.0,37,27,11,,0.8
2016-01-13,87.0,49,46,31,,1.3
2016-01-14,87.0,37,41,29,,1.4
2016-01-15,65.0,,< 4,10,,0.9
2016-01-16,132.0,59,26,16,,1.6
2016-01-17,132.0,52,51,29,,1.8
2016-01-18,86.0,39,78,57,,1.8
2016-01-19,132.0,36,50,43,,1.3
2016-01-20,167.0,73,35,20,,1.8
2016-01-21,156.0,83,27,14,,1.8
2016-01-22,153.0,94,41,23,,1.9
2016-01-23,120.0,79,22,15,,1.8
2016-01-24,136.0,105,18,11,,1.8
2016-01-25,108.0,151,15,9,,2.2
2016-01-26,147.0,181,15,8,,2.3
2016-01-27,175.0,190,7,5,,2.7
2016-01-28,161.0,187,< 4,,,3.0
2016-01-29,107.0,157,8,4,,1.9
2016-01-30,146.0,175,16,7,,1.9
2016-01-31,109.0,174,< 4,< 4,,2.2
2016-02-01,74.0,167,18,9,,1.6
2016-02-02,74.0,86,28,13,,1.4
2016-02-03,74.0,106,6,4,,1.3
2016-02-04,62.0,64,37,17,,1.2
2016-02-05,95.0,22,117,69,,0.8
2016-02-06,85.0,42,54,35,,1.0
2016-02-07,86.0,55,61,41,,1.1
2016-02-08,73.0,50,38,29,,1.6
2016-02-09,50.0,23,47,41,,0.5
2016-02-10,54.0,50,17,6,,0.7
2016-02-11,66.0,16,71,65,,0.6
2016-02-12,121.0,42,55,42,,1.3
2016-02-13,82.0,28,66,49,,1.8
2016-02-14,51.0,43,57,54,,0.6
2016-02-15,44.0,39,48,33,,0.7
2016-02-16,56.0,25,50,29,,0.7
2016-02-17,62.0,10,55,45,,0.5
2016-02-18,52.0,14,61,56,,0.8
2016-02-19,56.0,31,49,42,,0.9
2016-02-20,87.0,27,69,56,,0.8
2016-02-21,68.0,20,74,65,,0.7
2016-02-22,79.0,56,63,51,,1.1
2016-02-23,73.0,,44,28,,1.4
2016-02-24,67.0,69,64,52,,1.1
2016-02-25,100.0,39,75,66,,1.1
2016-02-26,75.0,27,55,47,,1.0
2016-02-27,67.0,35,37,30,,1.2
2016-02-28,33.0,18,55,46,,0.4
2016-02-29,25.0,11,70,62,,0.3
2016-03-01,49.0,12,71,69,,0.4
2016-03-02,80.0,22,59,50,,0.6
2016-03-03,58.0,28,68,56,,0.8
2016-03-04,34.0,9,78,73,,0.4
2016-03-05,90.0,32,66,59,,0.9
2016-03-06,66.0,29,74,50,,1.1
2016-03-07,50.0,32,49,39,,0.7
2016-03-08,59.0,29,63,50,,1.0
2016-03-09,50.0,23,74,62,,0.9
2016-03-10,66.0,17,75,71,,0.6
2016-03-11,98.0,32,89,78,,0.7
2016-03-12,93.0,33,69,43,,0.8
2016-03-13,47.0,28,78,66,,0.7
2016-03-14,25.0,24,70,61,,0.4
2016-03-15,82.0,32,77,62,,0.8
2016-03-16,57.0,39,69,54,,1.1
2016-03-17,36.0,28,68,58,,0.5
2016-03-18,93.0,42,82,71,,0.7
2016-03-19,108.0,61,93,64,,0.9
2016-03-20,87.0,84,100,72,,1.1
2016-03-21,83.0,85,105,94,,0.8
2016-03-22,72.0,58,87,76,,0.6
2016-03-23,92.0,32,84,79,,0.4
2016-03-24,77.0,32,74,71,,0.5
2016-03-25,74.0,30,86,78,,0.7
2016-03-26,65.0,29,75,69,,0.4
2016-03-27,71.0,43,94,86,,0.6
2016-03-28,69.0,46,102,93,,0.7
2016-03-29,65.0,43,88,81,,0.6
2016-03-30,54.0,40,85,72,,0.6
2016-03-31,51.0,30,80,73,,0.4
2016-04-01,30.0,37,77,71,,0.4
2016-04-02,67.0,39,69,69,,0.4
2016-04-03,78.0,43,58,47,,0.7
2016-04-04,53.0,39,83,69,,0.9
2016-04-05,44.0,39,72,63,,0.5
2016-04-06,66.0,48,63,56,,0.6
2016-04-07,45.0,44,73,62,,0.6
2016-04-08,49.0,37,95,90,,0.2
2016-04-09,56.0,47,68,48,,0.3
2016-04-10,51.0,13,65,59,,0.5
2016-04-11,52.0,20,90,79,,0.6
2016-04-12,75.0,22,104,89,,0.3
2016-04-13,42.0,26,106,98,,0.3
2016-04-14,48.0,30,92,81,,0.4
2016-04-15,71.0,17,94,84,,0.5
2016-04-16,52.0,19,105,88,,0.5
2016-04-17,52.0,25,104,97,,0.5
2016-04-18,26.0,32,92,83,,0.4
2016-04-19,47.0,28,96,83,,0.5
2016-04-20,54.0,21,86,77,,0.5
2016-04-21,58.0,18,97,93,,0.5
2016-04-22,55.0,22,117,91,,0.5
2016-04-23,55.0,23,119,113,,0.3
2016-04-24,60.0,22,100,90,,0.3
2016-04-25,41.0,13,70,62,,0.3
2016-04-26,60.0,23,97,90,,0.2
2016-04-27,49.0,20,62,53,,0.3
2016-04-28,37.0,21,93,85,,0.4
2016-04-29,31.0,15,96,91,,0.3
2016-04-30,85.0,18,107,100,,0.3
2016-05-01,68.0,19,121,112,,0.4
2016-05-02,29.0,14,89,77,,0.3
2016-05-03,60.0,13,66,58,,0.3
2016-05-04,45.0,14,111,100,,0.4
2016-05-05,59.0,13,115,104,,0.2
2016-05-06,88.0,13,109,98,,0.4
2016-05-07,80.0,22,126,117,,0.4
2016-05-08,71.0,22,138,125,,0.4
2016-05-09,73.0,21,125,119,,0.4
2016-05-10,73.0,,85,83,,0.4
2016-05-11,48.0,,100,91,,0.4
2016-05-12,52.0,,75,74,,0.3
2016-05-13,27.0,8,102,86,,0.2
2016-05-14,48.0,16,82,72,,0.2
2016-05-15,34.0,13,102,92,,0.3
2016-05-16,20.0,10,112,101,,0.2
2016-05-17,42.0,10,99,89,,0.2
2016-05-18,55.0,13,115,107,,0.2
2016-05-19,45.0,14,117,112,,0.3
2016-05-20,50.0,20,78,86,,0.2
2016-05-21,49.0,21,123,112,,0.2
2016-05-22,49.0,18,144,133,,0.3
2016-05-23,60.0,22,148,141,,0.3
2016-05-24,49.0,,84,91,,0.2
2016-05-25,36.0,,89,85,,0.2
2016-05-26,40.0,,128,115,,0.4
2016-05-27,46.0,,153,131,,0.4
2016-05-28,72.0,,148,135,,0.2
2016-05-29,62.0,26,129,123,,0.2
2016-05-30,27.0,25,100,86,,0.3
2016-05-31,48.0,14,99,94,,0.2
2016-06-01,25.0,14,94,84,,0.2
2016-06-02,49.0,,106,86,,0.3
2016-06-03,29.0,25,94,83,,0.3
2016-06-04,49.0,23,97,83,,0.3
2016-06-05,47.0,31,95,75,,0.4
2016-06-06,49.0,20,104,99,,0.4
2016-06-07,62.0,16,123,109,,0.3
2016-06-08,52.0,19,131,117,,0.4
2016-06-09,39.0,28,120,83,,0.3
2016-06-10,33.0,15,93,85,,0.2
2016-06-11,32.0,19,119,109,,0.2
2016-06-12,29.0,17,113,103,,0.2
2016-06-13,24.0,20,98,86,,0.2
2016-06-14,46.0,12,114,102,,0.2
2016-06-15,57.0,13,94,,,
2016-06-16,40.0,13,100,93,,0.2
2016-06-17,37.0,28,87,79,,0.3
2016-06-18,30.0,15,91,88,,0.2
2016-06-19,17.0,12,116,102,,0.1
2016-06-20,33.0,11,93,76,,0.2
2016-06-21,35.0,11,118,98,,0.2
2016-06-22,52.0,13,121,113,,0.2
2016-06-23,68.0,22,173,152,,0.4
2016-06-24,65.0,37,148,129,,0.4
2016-06-25,51.0,39,146,137,,0.5
2016-06-26,60.0,42,133,117,,0.5
2016-06-27,20.0,25,115,106,,0.3
2016-06-28,28.0,,106,91,,0.3
2016-06-29,48.0,15,116,109,,0.3
2016-06-30,51.0,19,123,113,,0.3
2016-07-01,45.0,23,152,127,,0.3
2016-07-02,39.0,22,158,147,,0.3
2016-07-03,45.0,23,131,112,,0.3
2016-07-04,25.0,18,94,85,,0.3
2016-07-05,62.0,13,117,95,,0.2
2016-07-06,33.0,18,148,136,,0.3
2016-07-07,34.0,19,145,137,,0.3
2016-07-08,31.0,17,119,109,,0.3
2016-07-09,47.0,20,120,110,,0.3
2016-07-10,31.0,29,150,136,,0.4
2016-07-11,37.0,27,157,142,,0.4
2016-07-12,42.0,27,167,137,,
2016-07-13,27.0,28,128,122,,
2016-07-14,34.0,30,115,100,,0.3
2016-07-15,18.0,15,102,96,,0.2
2016-07-16,37.0,12,87,82,,0.2
2016-07-17,44.0,17,127,106,,0.2
2016-07-18,47.0,18,149,135,,0.2
2016-07-19,40.0,23,176,147,,0.3
2016-07-20,42.0,25,156,145,,0.4
2016-07-21,42.0,24,123,114,,0.3
2016-07-22,42.0,25,115,99,,0.3
2016-07-23,49.0,28,121,110,,0.3
2016-07-24,47.0,26,125,107,,0.3
2016-07-25,40.0,27,121,113,,0.4
2016-07-26,45.0,28,138,122,,0.3
2016-07-27,49.0,25,144,131,,0.3
2016-07-28,33.0,22,139,122,,0.3
2016-07-29,51.0,13,133,114,,0.2
2016-07-30,48.0,18,155,137,,0.3
2016-07-31,46.0,19,147,139,,0.3
2016-08-01,56.0,18,136,115,,0.3
2016-08-02,34.0,13,104,88,,0.3
2016-08-03,39.0,14,112,100,,0.2
2016-08-04,51.0,,158,145,,0.4
2016-08-05,48.0,22,186,167,,
2016-08-06,35.0,15,96,,,0.4
2016-08-07,60.0,9,103,90,,0.2
2016-08-08,69.0,16,127,115,,0.3
2016-08-09,46.0,18,142,131,,0.3
2016-08-10,40.0,22,172,144,,0.3
2016-08-11,21.0,7,87,84,,0.2
2016-08-12,56.0,7,98,92,,0.2
2016-08-13,47.0,12,107,100,,0.2
2016-08-14,38.0,17,139,129,,0.2
2016-08-15,46.0,20,128,124,,0.3
2016-08-16,38.0,25,113,103,,0.3
2016-08-17,28.0,25,129,116,,0.2
2016-08-18,20.0,16,140,126,,0.2
2016-08-19,32.0,16,126,115,,0.2
2016-08-20,33.0,19,108,101,,0.3
2016-08-21,30.0,19,113,104,,0.3
2016-08-22,13.0,14,112,105,,0.3
2016-08-23,47.0,7,103,92,,0.2
2016-08-24,68.0,15,127,105,,0.3
2016-08-25,55.0,18,127,105,,0.3
2016-08-26,61.0,21,118,109,,0.4
2016-08-27,75.0,25,127,115,,0.3
2016-08-28,58.0,28,140,132,,0.3
2016-08-29,43.0,27,157,143,,0.4
2016-08-30,41.0,28,161,142,,0.3
2016-08-31,92.0,20,116,106,,0.4
2016-09-01,70.0,20,132,118,,0.4
2016-09-02,97.0,30,175,152,,0.5
2016-09-03,65.0,25,133,114,,0.5
2016-09-04,54.0,23,139,127,,0.3
2016-09-05,38.0,23,152,139,,0.4
2016-09-06,48.0,15,109,102,,0.3
2016-09-07,46.0,18,95,77,,0.3
2016-09-08,38.0,22,105,90,,0.3
2016-09-09,100.0,28,131,117,,0.4
2016-09-10,110.0,30,124,116,,0.4
2016-09-11,82.0,30,131,119,,0.4
2016-09-12,84.0,32,121,109,,0.5
2016-09-13,92.0,41,133,117,,0.5
2016-09-14,92.0,41,138,117,,0.5
2016-09-15,57.0,41,139,116,,0.5
2016-09-16,53.0,32,78,69,,0.4
2016-09-17,48.0,25,56,29,,0.3
2016-09-18,90.0,26,102,81,,0.3
2016-09-19,54.0,13,93,85,,0.3
2016-09-20,61.0,17,97,85,,0.3
2016-09-21,44.0,19,102,77,,0.3
2016-09-22,56.0,20,63,49,,0.3
2016-09-23,69.0,17,93,73,,0.3
2016-09-24,71.0,17,103,85,,0.3
2016-09-25,90.0,23,128,108,,0.4
2016-09-26,63.0,25,131,114,,0.4
2016-09-27,90.0,24,108,87,,0.3
2016-09-28,77.0,27,120,97,,0.3
2016-09-29,73.0,30,125,96,,0.3
2016-09-30,64.0,41,130,105,,0.3
2016-10-01,108.0,42,127,98,,0.4
2016-10-02,71.0,39,111,91,,0.4
2016-10-03,62.0,27,82,71,,0.3
2016-10-04,77.0,16,80,68,,0.4
2016-10-05,82.0,16,94,75,,0.4
2016-10-06,54.0,18,40,29,,0.4
2016-10-07,69.0,14,79,62,,0.3
2016-10-08,82.0,23,87,68,,0.5
2016-10-09,45.0,16,29,23,,0.5
2016-10-10,62.0,15,65,55,,0.3
2016-10-11,41.0,13,69,58,,0.3
2016-10-12,59.0,20,49,36,,0.4
2016-10-13,70.0,31,53,40,,0.7
2016-10-14,63.0,36,48,26,,0.8
2016-10-15,50.0,12,48,41,,0.4
2016-10-16,35.0,22,72,55,,0.4
2016-10-17,48.0,36,41,31,,0.8
2016-10-18,55.0,42,11,7,,0.9
