,NO2,PM10,O3_max,O3_8h,SO2,CO
2014-12-18,53.0,M,28,10,,1
2014-12-19,49.0,M,30,14,,1.1
2014-12-20,50.0,M,7,4,,0.9
2014-12-21,58.0,M,23,11,,1.1
2014-12-22,42.0,M,26,12,,1.4
2014-12-23,44.0,M,18,10,,0.6
2014-12-24,58.0,M,9,5,,0.8
2014-12-25,40.0,M,6,< 4,,1.3
2014-12-26,35.0,M,32,14,,1.6
2014-12-27,39.0,M,36,20,,1.2
2014-12-28,34.0,M,47,35,,0.7
2014-12-29,44.0,M,43,39,,1.3
2014-12-30,61.0,M,27,15,,1.6
2014-12-31,63.0,M,25,19,,0.9
2015-01-01,51.0,M,40,36,,1
2015-01-02,48.0,M,39,26,,1.3
2015-01-03,61.0,M,13,7,,2.2
2015-01-04,66.0,M,30,15,,2.3
2015-01-05,37.0,M,68,64,,2.3
2015-01-06,70.0,M,71,68,,1.5
2015-01-07,61.0,M,53,43,,2.1
2015-01-08,66.0,M,46,31,,1.7
2015-01-09,70.0,M,11,8,,1.7
2015-01-10,65.0,M,23,10,,1.8
2015-01-11,63.0,M,26,13,,2.1
2015-01-12,48.0,M,48,24,,2.3
2015-01-13,73.0,M,59,47,,1.3
2015-01-14,84.0,M,47,23,,1.5
2015-01-15,63.0,M,28,11,,1.7
2015-01-16,76.0,M,8,7,,2.7
2015-01-17,50.0,M,18,7,,1.7
2015-01-18,43.0,M,29,24,,1.9
2015-01-19,40.0,M,21,13,,2.4
2015-01-20,56.0,M,23,11,,1.2
2015-01-21,57.0,M,13,6,,1.4
2015-01-22,63.0,M,8,4,,1.5
2015-01-23,54.0,M,24,20,,0.8
2015-01-24,62.0,M,8,5,,1.4
2015-01-25,55.0,M,37,22,,1.6
2015-01-26,49.0,M,37,31,,0.8
2015-01-27,71.0,M,57,45,,0.8
2015-01-28,63.0,M,40,24,,1.1
2015-01-29,70.0,M,41,31,,1.5
2015-01-30,61.0,M,18,9,,1.4
2015-01-31,77.0,M,61,27,,0.8
2015-02-01,62.0,M,61,50,,0.7
2015-02-02,65.0,M,70,49,,0.8
2015-02-03,64.0,M,42,28,,1.2
2015-02-04,52.0,M,50,36,,1.2
2015-02-05,54.0,M,60,46,,0.6
2015-02-06,11.0,M,68,65,,0.3
2015-02-07,29.0,M,76,71,,0.3
2015-02-08,65.0,M,68,62,,1
2015-02-09,55.0,M,76,61,,1.6
2015-02-10,85.0,M,69,61,,0.9
2015-02-11,89.0,M,61,44,,1.6
2015-02-12,85.0,M,54,35,,1.8
2015-02-13,63.0,M,59,48,,1.2
2015-02-14,62.0,M,33,29,,0.8
2015-02-15,49.0,M,55,44,,0.9
2015-02-16,32.0,M,68,65,,0.5
2015-02-17,91.0,M,96,83,,0.7
2015-02-18,52.0,M,97,83,,0.7
2015-02-19,88.0,M,83,70,,0.8
2015-02-20,87.0,M,73,53,,1.4
2015-02-21,85.0,M,63,42,,1.6
2015-02-22,58.0,M,67,61,,1.1
2015-02-23,43.0,M,82,79,,0.8
2015-02-24,61.0,M,67,47,,1
2015-02-25,53.0,M,64,44,,
2015-02-26,57.0,M,71,68,,
2015-02-27,66.0,M,70,61,,
2015-02-28,67.0,M,75,63,,0.7
2015-03-01,57.0,M,83,76,,0.7
2015-03-02,46.0,M,63,54,,0.8
2015-03-03,55.0,M,50,43,,0.7
2015-03-04,70.0,M,86,72,,1.2
2015-03-05,56.0,M,79,61,,0.6
2015-03-06,55.0,M,85,77,,0.4
2015-03-07,65.0,M,82,70,,0.7
2015-03-08,67.0,M,86,77,,1.2
2015-03-09,55.0,M,97,89,,0.9
2015-03-10,78.0,M,86,81,,0.8
2015-03-11,85.0,M,93,80,,1.3
2015-03-12,71.0,M,85,74,,1.1
2015-03-13,68.0,M,85,76,,0.6
2015-03-14,61.0,M,88,72,,0.8
2015-03-15,52.0,M,90,79,,0.9
2015-03-16,57.0,M,91,84,,0.9
2015-03-17,19.0,M,92,88,,0.4
2015-03-18,70.0,M,91,87,,0.6
2015-03-19,76.0,M,104,93,,0.6
2015-03-20,71.0,M,101,86,,0.9
2015-03-21,60.0,M,99,81,,0.6
2015-03-22,46.0,M,89,83,,0.6
2015-03-23,51.0,M,91,85,,0.6
2015-03-24,90.0,M,107,94,,0.7
2015-03-25,64.0,M,114,97,,0.9
2015-03-26,23.0,M,80,76,,0.3
2015-03-27,38.0,M,71,76,,0.4
2015-03-28,58.0,M,79,68,,0.5
2015-03-29,54.0,M,96,85,,0.8
2015-03-30,43.0,M,94,84,,0.5
2015-03-31,47.0,M,94,82,,0.5
2015-04-01,43.0,M,104,93,,0.5
2015-04-02,36.0,M,94,92,,0.2
2015-04-03,50.0,M,86,81,,0.2
2015-04-04,39.0,M,92,87,,0.3
2015-04-05,34.0,M,91,82,,0.4
2015-04-06,11.0,M,91,88,,0.2
2015-04-07,20.0,M,97,92,,0.3
2015-04-08,38.0,M,98,91,,0.4
2015-04-09,75.0,M,85,79,,0.5
2015-04-10,54.0,M,101,96,,0.7
2015-04-11,46.0,M,126,113,,0.5
2015-04-12,34.0,M,127,115,,0.4
2015-04-13,48.0,M,129,119,,0.4
2015-04-14,56.0,M,130,118,,0.5
2015-04-15,47.0,M,101,87,,0.3
2015-04-16,46.0,M,124,112,,0.3
2015-04-17,40.0,M,112,103,,0.3
2015-04-18,52.0,M,60,71,,0.3
2015-04-19,29.0,M,84,69,,0.3
2015-04-20,50.0,M,103,93,,0.3
2015-04-21,59.0,M,101,95,,0.3
2015-04-22,77.0,M,127,111,,0.3
2015-04-23,39.0,M,130,117,,0.3
2015-04-24,43.0,M,128,111,,0.2
2015-04-25,47.0,M,126,120,,0.2
2015-04-26,30.0,M,113,104,,0.3
2015-04-27,17.0,M,106,93,,0.3
2015-04-28,13.0,M,75,72,,0.2
2015-04-29,22.0,M,75,73,,0.2
2015-04-30,32.0,M,82,69,,0.2
2015-05-01,21.0,M,100,93,,0.2
2015-05-02,17.0,M,83,72,,0.2
2015-05-03,22.0,M,93,87,,0.2
2015-05-04,16.0,M,87,85,,0.2
2015-05-05,20.0,M,92,80,,0.2
2015-05-06,23.0,M,113,99,,0.2
2015-05-07,47.0,M,98,88,,0.2
2015-05-08,31.0,M,120,107,,0.2
2015-05-09,28.0,M,140,127,,0.1
2015-05-10,28.0,M,129,102,,0.1
2015-05-11,29.0,M,118,112,,0.1
2015-05-12,42.0,M,117,107,,0.1
2015-05-13,35.0,M,132,116,,0.1
2015-05-14,31.0,M,126,110,,0.2
2015-05-15,26.0,M,144,133,,0.2
2015-05-16,12.0,M,100,107,,0.1
2015-05-17,49.0,M,109,98,,0.2
2015-05-18,44.0,M,113,106,,0.2
2015-05-19,24.0,M,140,127,,0.1
2015-05-20,27.0,M,126,115,,0.2
2015-05-21,32.0,M,79,87,,0.2
2015-05-22,20.0,M,83,74,,0.1
2015-05-23,30.0,M,62,65,,0.2
2015-05-24,27.0,M,71,67,,0.2
2015-05-25,31.0,M,108,103,,0.2
2015-05-26,27.0,M,116,106,,0.2
2015-05-27,29.0,M,102,100,,0.2
2015-05-28,25.0,M,98,,,
2015-05-29,30.0,M,,,,0.3
2015-05-30,39.0,M,130,,,
2015-05-31,39.0,M,141,131,,0.2
2015-06-01,43.0,M,133,124,,
2015-06-02,41.0,M,136,125,,
2015-06-03,45.0,M,128,118,,0.3
2015-06-04,82.0,M,159,147,,0.1
2015-06-05,70.0,M,163,150,,0.2
2015-06-06,62.0,M,173,151,,0.1
2015-06-07,62.0,M,154,144,,
2015-06-08,56.0,M,126,118,,
2015-06-09,64.0,M,132,124,,
2015-06-10,52.0,M,129,125,,
2015-06-11,40.0,M,155,141,,0.2
2015-06-12,45.0,M,176,159,,0.2
2015-06-13,39.0,M,132,123,,0.1
2015-06-14,25.0,M,133,120,,0.2
2015-06-15,20.0,M,90,80,,0.2
2015-06-16,19.0,M,102,91,,0.1
2015-06-17,25.0,M,95,84,,0.1
2015-06-18,56.0,M,108,102,,0.1
2015-06-19,51.0,M,120,111,,0.1
2015-06-20,54.0,M,131,108,,0.1
2015-06-21,51.0,M,92,83,,0.1
2015-06-22,36.0,M,99,95,,0.1
2015-06-23,47.0,M,111,,,0.1
2015-06-24,23.0,M,97,81,,0.2
2015-06-25,46.0,M,102,95,,0.1
2015-06-26,34.0,M,117,110,,0.2
2015-06-27,56.0,M,135,129,,0.2
2015-06-28,51.0,M,153,132,,0.2
2015-06-29,36.0,M,148,135,,0.2
2015-06-30,56.0,M,127,115,,0.2
2015-07-01,51.0,M,173,154,,0.1
2015-07-02,56.0,M,141,129,,0.1
2015-07-03,54.0,M,167,139,,0.1
2015-07-04,48.0,M,162,135,,0.1
2015-07-05,34.0,M,145,136,,0.2
2015-07-06,33.0,M,138,122,,0.2
2015-07-07,35.0,M,125,115,,0.2
2015-07-08,36.0,M,143,118,,0.2
2015-07-09,36.0,M,125,103,,0.2
2015-07-10,35.0,M,110,101,,0.2
2015-07-11,53.0,M,128,115,,0.1
2015-07-12,44.0,M,143,129,,0.1
2015-07-13,43.0,M,169,158,,0.2
2015-07-14,44.0,M,156,143,,0.2
2015-07-15,42.0,M,182,154,,0.2
2015-07-16,42.0,M,180,157,,0.2
2015-07-17,49.0,M,159,146,,0.2
2015-07-18,36.0,M,167,148,,0.2
2015-07-19,38.0,M,153,143,,0.2
2015-07-20,31.0,M,143,125,,0.2
2015-07-21,26.0,M,156,144,,0.2
2015-07-22,44.0,M,152,143,,0.2
2015-07-23,37.0,M,172,163,,0.2
2015-07-24,47.0,M,164,145,,0.2
2015-07-25,43.0,M,164,147,,0.2
2015-07-26,35.0,M,133,122,,0.2
2015-07-27,21.0,M,98,92,,0.2
2015-07-28,18.0,M,119,109,,0.2
2015-07-29,20.0,M,130,115,,0.2
2015-07-30,18.0,M,120,106,,0.2
2015-07-31,17.0,M,84,80,,0.1
2015-08-01,40.0,M,113,106,,0.1
2015-08-02,24.0,M,112,100,,0.1
2015-08-03,37.0,M,112,105,,0.2
2015-08-04,33.0,M,128,119,,0.2
2015-08-05,38.0,M,153,134,,0.2
2015-08-06,39.0,M,146,131,,0.2
2015-08-07,48.0,M,145,133,,0.2
2015-08-08,40.0,M,151,133,,0.2
2015-08-09,38.0,M,130,116,,0.2
2015-08-10,44.0,M,150,135,,0.2
2015-08-11,33.0,M,150,142,,0.2
2015-08-12,44.0,M,158,138,,0.3
2015-08-13,48.0,M,150,143,,0.3
2015-08-14,38.0,M,177,155,,0.3
2015-08-15,29.0,M,180,155,,0.3
2015-08-16,11.0,M,132,127,,0.2
2015-08-17,23.0,M,87,75,,0.1
2015-08-18,18.0,M,99,75,,0.1
2015-08-19,21.0,M,116,105,,0.2
2015-08-20,20.0,M,80,85,,0.2
2015-08-21,21.0,M,111,97,,0.2
2015-08-22,20.0,M,97,85,,0.1
2015-08-23,30.0,M,119,109,,0.2
2015-08-24,29.0,M,111,102,,0.2
2015-08-25,26.0,M,78,70,,0.1
2015-08-26,20.0,M,98,87,,0.2
2015-08-27,32.0,M,108,95,,0.2
2015-08-28,24.0,M,133,120,,0.2
2015-08-29,30.0,M,147,122,,
2015-08-30,40.0,M,147,136,,0.2
2015-08-31,30.0,M,137,127,,0.2
2015-09-01,44.0,M,166,134,,0.2
2015-09-02,31.0,M,145,130,,0.2
2015-09-03,29.0,M,110,95,,0.2
2015-09-04,49.0,M,114,103,,0.2
2015-09-05,,M,125,114,,0.2
2015-09-06,,M,,,,
2015-09-07,,M,,,,
2015-09-08,,M,97,,,
2015-09-09,33.0,M,93,86,,0.2
2015-09-10,51.0,M,102,92,,0.1
2015-09-11,66.0,M,104,98,,0.1
2015-09-12,52.0,M,101,95,,0.2
2015-09-13,31.0,M,124,112,,0.3
2015-09-14,21.0,M,105,94,,0.3
2015-09-15,20.0,M,101,87,,0.2
2015-09-16,48.0,M,95,82,,0.2
2015-09-17,37.0,M,101,95,,0.3
2015-09-18,48.0,M,84,72,,0.2
2015-09-19,36.0,M,104,88,,0.2
2015-09-20,54.0,M,105,88,,0.2
2015-09-21,28.0,M,96,86,,0.2
2015-09-22,39.0,M,105,94,,0.1
2015-09-23,44.0,M,109,97,,0.2
2015-09-24,28.0,M,71,61,,0.2
2015-09-25,44.0,M,60,59,,0.3
2015-09-26,43.0,M,56,44,,0.3
2015-09-27,33.0,M,65,47,,0.3
2015-09-28,16.0,M,78,66,,0.2
2015-09-29,31.0,M,88,81,,0.1
2015-09-30,38.0,M,85,77,,0.1
2015-10-01,37.0,M,75,66,,0.1
2015-10-02,27.0,M,71,65,,0.2
2015-10-03,31.0,M,60,55,,0.2
2015-10-04,51.0,M,70,54,,0.4
2015-10-05,31.0,M,81,66,,0.4
2015-10-06,56.0,M,97,75,,0.3
2015-10-07,41.0,M,76,50,,0.3
2015-10-08,31.0,M,51,39,,0.2
2015-10-09,39.0,M,77,63,,0.2
2015-10-10,52.0,M,60,49,,0.2
2015-10-11,43.0,M,57,50,,0.2
2015-10-12,31.0,M,74,62,,0.2
2015-10-13,32.0,M,79,70,,0.2
2015-10-14,17.0,M,54,49,,0.2
2015-10-15,23.0,M,39,37,,0.3
2015-10-16,28.0,M,66,55,,0.2
2015-10-17,56.0,M,81,69,,0.3
2015-10-18,48.0,M,82,68,,0.4
2015-10-19,36.0,M,77,64,,0.5
2015-10-20,36.0,M,61,52,,0.3
2015-10-21,55.0,M,67,53,,0.4
2015-10-22,69.0,M,73,57,,0.5
2015-10-23,62.0,M,65,53,,0.5
2015-10-24,76.0,M,64,47,,0.7
2015-10-25,65.0,M,58,43,,0.8
2015-10-26,47.0,M,63,46,,1.1
2015-10-27,71.0,M,71,57,,0.9
2015-10-28,79.0,M,65,48,,0.9
2015-10-29,45.0,M,45,32,,0.7
2015-10-30,47.0,M,57,53,,0.5
2015-10-31,60.0,M,54,40,,0.5
2015-11-01,78.0,M,83,67,,0.5
2015-11-02,52.0,M,75,66,,0.5
2015-11-03,95.0,M,66,44,,0.9
2015-11-04,75.0,M,48,33,,1.5
2015-11-05,69.0,M,22,17,,1.1
2015-11-06,80.0,M,40,25,,1.4
2015-11-07,81.0,M,51,30,,1.5
2015-11-08,87.0,M,59,35,,1.6
2015-11-09,74.0,M,64,44,,1.4
2015-11-10,63.0,M,38,18,,1
2015-11-11,69.0,M,5,< 4,,0.9
2015-11-12,64.0,M,< 4,< 4,,0.9
2015-11-13,77.0,M,13,6,,0.8
2015-11-14,62.0,M,6,< 4,,0.8
2015-11-15,68.0,M,61,36,,0.9
2015-11-16,45.0,M,32,17,,1.2
2015-11-17,52.0,M,39,25,,0.9
2015-11-18,42.0,M,19,9,,1.3
2015-11-19,44.0,M,36,18,,0.5
2015-11-20,39.0,M,18,7,,0.8
2015-11-21,42.0,M,< 4,< 4,,1
2015-11-22,30.0,M,43,41,,0.4
2015-11-23,47.0,M,53,39,,0.7
2015-11-24,47.0,M,45,38,,0.8
2015-11-25,70.0,M,56,43,,0.7
2015-11-26,59.0,M,41,20,,1
2015-11-27,68.0,M,39,24,,1
2015-11-28,70.0,M,46,31,,1.2
2015-11-30,55.0,M,36,23,,1.9
2015-12-01,70.0,M,24,15,,
2015-12-02,73.0,M,28,14,,2.2
2015-12-03,84.0,M,40,21,,1.7
2015-12-04,65.0,M,33,17,,1.7
2015-12-05,62.0,M,6,4,,1.3
2015-12-06,52.0,M,43,26,,1.6
2015-12-07,41.0,M,17,11,,0.6
2015-12-08,46.0,M,9,6,,0.8
2015-12-09,44.0,M,12,7,,1.2
2015-12-10,53.0,M,16,8,,
2015-12-11,64.0,M,33,17,,
2015-12-12,45.0,M,6,5,,1.8
2015-12-13,80.0,M,9,6,,1.6
2015-12-14,59.0,M,18,11,,2.2
2015-12-15,70.0,M,21,11,,1.4
2015-12-16,70.0,M,15,7,,2
2015-12-17,77.0,M,24,12,,1.9
2015-12-18,85.0,M,24,13,,2.3
2015-12-19,89.0,M,8,6,,2.7
2015-12-20,81.0,M,18,10,,2.6
2015-12-21,74.0,M,20,,,
2015-12-22,56.0,M,6,4,,1.3
2015-12-23,67.0,M,5,4,,1.2
2015-12-24,48.0,M,< 4,< 4,,1
2015-12-25,45.0,M,9,5,,1.2
2015-12-26,49.0,M,13,6,,1.5
2015-12-27,36.0,M,16,11,,0.6
2015-12-28,39.0,M,9,7,,0.7
2015-12-29,41.0,M,6,5,,0.7
2015-12-30,46.0,M,4,< 4,,1.1
2015-12-31,51.0,M,43,30,,1.4
2016-01-01,59.0,M,39,30,,1.2
2016-01-02,60.0,M,30,21,,2
2016-01-03,52.0,M,21,11,,1.9
2016-01-04,48.0,M,45,37,,0.7
2016-01-05,52.0,M,36,31,,0.9
2016-01-06,52.0,M,6,4,,0.9
2016-01-07,43.0,M,21,10,,0.9
2016-01-08,59.0,M,14,7,,1.6
2016-01-09,64.0,M,31,15,,1.7
2016-01-10,57.0,M,5,6,,1.4
2016-01-11,42.0,M,8,6,,1.1
2016-01-12,52.0,M,9,6,,0.7
2016-01-13,55.0,M,19,10,,1.3
2016-01-14,64.0,M,20,11,,1.6
2016-01-15,56.0,M,5,4,,1.1
2016-01-16,74.0,M,23,13,,1.3
2016-01-17,70.0,M,53,36,,1
2016-01-18,48.0,M,68,54,,1.2
2016-01-19,77.0,M,57,43,,0.9
2016-01-20,72.0,M,48,33,,1.3
2016-01-21,90.0,M,40,25,,1.5
2016-01-22,76.0,M,52,30,,2.1
2016-01-23,78.0,M,39,25,,1.2
2016-01-24,78.0,M,37,23,,1.7
2016-01-25,68.0,M,34,19,,2.5
2016-01-26,82.0,M,20,10,,2.9
2016-01-27,107.0,M,22,13,,2.5
2016-01-28,99.0,M,38,22,,2.5
2016-01-29,82.0,M,29,12,,1.6
2016-01-30,92.0,M,44,22,,2.7
2016-01-31,56.0,M,5,5,,1.9
2016-02-01,49.0,M,35,20,,1.3
2016-02-02,58.0,M,19,9,,1.2
2016-02-03,54.0,M,8,5,,1.3
2016-02-04,43.0,M,53,28,,1.1
2016-02-05,74.0,M,68,57,,0.5
2016-02-06,82.0,M,60,49,,0.7
2016-02-07,65.0,M,72,52,,0.8
2016-02-08,52.0,M,52,47,,1.3
2016-02-09,55.0,M,53,52,,0.5
2016-02-10,,M,35,14,,0.5
2016-02-11,67.0,M,78,55,,0.4
2016-02-12,85.0,M,69,55,,0.5
2016-02-13,62.0,M,66,54,,0.6
2016-02-14,45.0,M,52,54,,0.4
2016-02-15,41.0,M,55,43,,0.6
2016-02-16,47.0,M,55,44,,0.6
2016-02-17,26.0,M,64,58,,0.2
2016-02-18,50.0,M,60,60,,0.6
2016-02-19,69.0,M,53,38,,0.7
2016-02-20,52.0,M,66,43,,0.5
2016-02-21,45.0,M,71,64,,0.4
2016-02-22,66.0,M,78,66,,0.7
2016-02-23,71.0,M,64,48,,0.8
2016-02-24,74.0,M,67,59,,0.6
2016-02-25,87.0,M,77,68,,0.6
2016-02-26,67.0,M,67,62,,0.6
2016-02-27,68.0,M,46,38,,1
2016-02-28,23.0,M,58,49,,0.3
2016-02-29,13.0,M,78,71,,0.3
2016-03-01,40.0,M,78,76,,0.5
2016-03-02,60.0,M,69,59,,0.6
2016-03-03,58.0,M,76,60,,0.7
2016-03-04,43.0,M,81,78,,0.3
2016-03-05,77.0,M,65,58,,0.5
2016-03-06,73.0,M,70,58,,0.6
2016-03-07,42.0,M,69,56,,0.5
2016-03-08,45.0,M,47,37,,0.6
2016-03-09,31.0,M,65,59,,0.5
2016-03-10,75.0,M,58,60,,0.5
2016-03-11,101.0,M,84,78,,0.5
2016-03-12,86.0,M,54,37,,0.7
2016-03-13,64.0,M,72,66,,0.8
2016-03-14,28.0,M,68,60,,0.3
2016-03-15,71.0,M,74,61,,0.6
2016-03-16,51.0,M,67,59,,0.8
2016-03-17,25.0,M,74,64,,0.3
2016-03-18,85.0,M,88,79,,0.6
2016-03-19,99.0,M,89,75,,0.9
2016-03-20,80.0,M,112,97,,0.9
2016-03-21,55.0,M,115,101,,0.8
2016-03-22,40.0,M,98,83,,0.5
2016-03-23,40.0,M,93,82,,0.4
2016-03-24,64.0,M,79,74,,0.5
2016-03-25,72.0,M,84,78,,0.6
2016-03-26,46.0,M,83,74,,0.5
2016-03-27,54.0,M,103,93,,0.5
2016-03-28,43.0,M,79,74,,0.7
2016-03-29,41.0,M,94,85,,0.5
2016-03-30,38.0,M,83,74,,0.6
2016-03-31,52.0,M,85,76,,0.3
2016-04-01,40.0,M,81,77,,0.3
2016-04-02,45.0,M,70,67,,0.4
2016-04-03,71.0,M,78,63,,0.5
2016-04-04,44.0,M,86,77,,0.7
2016-04-05,41.0,M,72,69,,0.3
2016-04-06,47.0,M,89,78,,0.4
2016-04-07,46.0,M,86,67,,0.2
2016-04-08,43.0,M,100,88,,0.3
2016-04-09,44.0,M,70,62,,0.3
2016-04-10,37.0,M,63,58,,0.4
2016-04-11,42.0,M,94,85,,0.5
2016-04-12,37.0,M,105,90,,0.2
2016-04-13,43.0,M,109,95,,0.2
2016-04-14,38.0,M,104,94,,0.2
2016-04-15,33.0,M,93,88,,0.2
2016-04-16,42.0,M,106,98,,0.2
2016-04-17,26.0,M,109,105,,0.2
2016-04-18,19.0,M,87,80,,0.2
2016-04-19,36.0,M,98,86,,0.2
2016-04-20,32.0,M,82,,,0.2
2016-04-21,44.0,M,103,90,,0.2
2016-04-22,37.0,M,113,105,,0.2
2016-04-23,41.0,M,113,98,,0.2
2016-04-24,19.0,M,96,85,,0.2
2016-04-25,16.0,M,64,64,,0.2
2016-04-26,26.0,M,92,87,,0.1
2016-04-27,30.0,M,76,71,,0.1
2016-04-28,31.0,M,93,82,,0.3
2016-04-29,25.0,M,104,97,,0.3
2016-04-30,55.0,M,114,104,,0.3
2016-05-01,44.0,M,121,108,,0.4
2016-05-02,23.0,M,80,77,,0.2
2016-05-03,39.0,M,69,55,,0.2
2016-05-04,31.0,M,104,94,,0.2
2016-05-05,39.0,M,113,105,,0.2
2016-05-06,50.0,M,116,108,,
2016-05-07,70.0,M,133,121,,
2016-05-08,50.0,M,125,119,,0.2
2016-05-09,32.0,M,126,120,,0.2
2016-05-10,39.0,M,111,98,,0.2
2016-05-11,35.0,M,94,91,,0.2
2016-05-12,29.0,M,82,79,,0.1
2016-05-13,17.0,M,97,89,,0.2
2016-05-14,33.0,M,72,70,,0.2
2016-05-15,27.0,M,97,87,,0.2
2016-05-16,11.0,M,111,103,,0.1
2016-05-17,24.0,M,93,85,,0.1
2016-05-18,22.0,M,112,105,,0.2
2016-05-19,28.0,M,119,110,,0.2
2016-05-20,24.0,M,86,83,,0.1
2016-05-21,29.0,M,112,108,,0.2
2016-05-22,29.0,M,138,126,,0.2
2016-05-23,31.0,M,150,140,,0.2
2016-05-24,27.0,M,85,94,,0.2
2016-05-25,20.0,M,93,85,,0.1
2016-05-26,28.0,M,125,109,,0.2
2016-05-27,24.0,M,147,134,,0.2
2016-05-28,32.0,M,154,139,,0.2
2016-05-29,37.0,M,134,125,,0.2
2016-05-30,22.0,M,96,85,,0.2
2016-05-31,20.0,M,86,79,,0.2
2016-06-01,18.0,M,91,75,,0.2
2016-06-02,25.0,M,83,,,
2016-06-03,20.0,M,97,84,,0.2
2016-06-04,22.0,M,106,93,,0.2
2016-06-05,22.0,M,99,86,,0.2
2016-06-06,20.0,M,105,99,,0.2
2016-06-07,34.0,M,124,110,,0.2
2016-06-08,43.0,M,144,124,,0.2
2016-06-09,33.0,M,118,99,,0.2
2016-06-10,19.0,M,96,87,,0.2
2016-06-11,20.0,M,125,113,,0.2
2016-06-12,21.0,M,99,95,,0.2
2016-06-13,17.0,M,93,79,,0.1
2016-06-14,28.0,M,108,98,,0.1
2016-06-15,22.0,M,78,73,,0.1
2016-06-16,22.0,M,97,93,,0.1
2016-06-17,21.0,M,85,77,,0.2
2016-06-18,17.0,M,87,83,,0.2
2016-06-19,24.0,M,110,93,,0.1
2016-06-20,23.0,M,86,80,,0.1
2016-06-21,27.0,M,95,81,,0.1
2016-06-22,30.0,M,132,120,,0.1
2016-06-23,41.0,M,142,127,,0.2
2016-06-24,51.0,M,137,113,,0.3
2016-06-25,46.0,M,134,118,,0.3
2016-06-26,37.0,M,138,111,,0.3
2016-06-27,18.0,M,112,103,,0.2
2016-06-28,32.0,M,104,94,,0.2
2016-06-29,33.0,M,110,101,,0.1
2016-06-30,35.0,M,139,119,,0.1
2016-07-01,33.0,M,150,133,,0.1
2016-07-02,39.0,M,172,149,,0.2
2016-07-03,34.0,M,126,112,,0.2
2016-07-04,19.0,M,94,83,,0.2
2016-07-05,28.0,M,100,81,,0.1
2016-07-06,24.0,M,133,125,,0.1
2016-07-07,22.0,M,148,134,,0.1
2016-07-08,20.0,M,132,113,,0.2
2016-07-09,26.0,M,125,114,,0.2
2016-07-10,19.0,M,135,124,,0.3
2016-07-11,24.0,M,144,120,,0.3
2016-07-12,25.0,M,143,130,,0.3
2016-07-13,16.0,M,117,111,,0.2
2016-07-14,17.0,M,115,104,,0.2
2016-07-15,23.0,M,108,99,,< 0.1
2016-07-16,34.0,M,101,92,,< 0.1
2016-07-17,30.0,M,103,95,,0.1
2016-07-18,23.0,M,132,127,,0.1
2016-07-19,31.0,M,182,157,,0.2
2016-07-20,27.0,M,178,157,,0.2
2016-07-21,33.0,M,132,116,,0.2
2016-07-22,39.0,M,125,104,,0.2
2016-07-23,35.0,M,144,126,,0.2
2016-07-24,36.0,M,103,84,,0.2
2016-07-25,37.0,M,118,109,,0.2
2016-07-26,30.0,M,121,105,,0.2
2016-07-27,30.0,M,128,116,,0.2
2016-07-28,31.0,M,142,118,,0.2
2016-07-29,36.0,M,121,98,,0.2
2016-07-30,41.0,M,152,137,,0.2
2016-07-31,40.0,M,163,138,,0.2
2016-08-01,29.0,M,103,97,,0.2
2016-08-02,28.0,M,95,83,,0.1
2016-08-03,43.0,M,117,106,,0.2
2016-08-04,33.0,M,154,137,,0.2
2016-08-05,31.0,M,165,152,,0.3
2016-08-06,22.0,M,90,101,,0.3
2016-08-07,33.0,M,107,95,,0.1
2016-08-08,36.0,M,125,110,,0.2
2016-08-09,42.0,M,113,104,,0.2
2016-08-10,41.0,M,123,111,,0.3
2016-08-11,18.0,M,71,70,,0.1
2016-08-12,29.0,M,85,81,,0.1
2016-08-13,31.0,M,96,87,,0.1
2016-08-14,29.0,M,120,110,,0.2
2016-08-15,27.0,M,111,101,,0.2
2016-08-16,22.0,M,112,92,,0.2
2016-08-17,16.0,M,113,95,,0.2
2016-08-18,15.0,M,109,99,,0.2
2016-08-19,17.0,M,110,99,,0.2
2016-08-20,22.0,M,97,92,,0.2
2016-08-21,17.0,M,106,93,,0.3
2016-08-22,12.0,M,92,84,,0.3
2016-08-23,43.0,M,84,78,,0.1
2016-08-24,45.0,M,99,91,,0.1
2016-08-25,37.0,M,106,96,,0.2
2016-08-26,47.0,M,122,111,,0.2
2016-08-27,58.0,M,132,118,,0.2
2016-08-28,50.0,M,123,115,,0.3
2016-08-29,29.0,M,149,133,,0.3
2016-08-30,34.0,M,164,143,,0.3
2016-08-31,49.0,M,120,106,,0.2
2016-09-01,42.0,M,131,120,,
2016-09-02,63.0,M,153,135,,
2016-09-03,33.0,M,142,123,,0.3
2016-09-04,31.0,M,145,130,,0.3
2016-09-05,27.0,M,140,127,,0.3
2016-09-06,34.0,M,115,108,,0.2
2016-09-07,29.0,M,99,85,,0.2
2016-09-08,28.0,M,101,88,,0.1
2016-09-09,45.0,M,125,113,,0.2
2016-09-10,74.0,M,135,118,,0.2
2016-09-11,52.0,M,121,117,,0.3
2016-09-12,38.0,M,123,115,,0.3
2016-09-13,65.0,M,138,124,,0.3
2016-09-14,63.0,M,136,122,,0.4
2016-09-15,36.0,M,134,119,,0.3
2016-09-16,34.0,M,90,75,,0.3
2016-09-17,30.0,M,53,38,,0.2
