,NO2,PM10,O3_max,O3_8h,SO2,CO
2018-06-13,36.0,29.0,82,69,< 3,0.5
2018-06-14,25.0,13.0,96,86,< 3,0.4
2018-06-15,33.0,,53,,< 3,
2018-06-16,44.0,,99,,< 3,
2018-06-17,59.0,20.0,119,112,< 3,0.5
2018-06-18,46.0,20.0,129,122,< 3,0.5
2018-06-19,46.0,20.0,112,89,< 3,0.5
2018-06-20,51.0,18.0,101,91,< 3,0.5
2018-06-21,52.0,26.0,125,115,< 3,0.4
2018-06-22,53.0,26.0,154,138,< 3,0.4
2018-06-23,29.0,13.0,84,86,< 3,0.4
2018-06-24,34.0,14.0,93,88,< 3,0.2
2018-06-25,36.0,17.0,101,90,< 3,0.3
2018-06-26,27.0,11.0,88,80,< 3,0.3
2018-06-27,40.0,14.0,91,82,< 3,0.3
2018-06-28,44.0,16.0,100,91,< 3,0.3
2018-06-29,38.0,13.0,94,75,< 3,0.3
2018-06-30,68.0,19.0,145,124,< 3,0.4
2018-07-01,61.0,23.0,157,148,< 3,0.5
2018-07-02,18.0,20.0,106,104,< 3,0.4
2018-07-03,28.0,20.0,113,92,< 3,0.3
2018-07-04,47.0,24.0,124,106,< 3,0.4
2018-07-05,41.0,19.0,164,130,< 3,0.3
2018-07-06,41.0,23.0,120,106,< 3,0.3
2018-07-07,39.0,16.0,125,104,< 3,0.3
2018-07-08,41.0,16.0,123,116,< 3,0.4
2018-07-09,17.0,14.0,111,105,< 3,0.3
2018-07-10,42.0,16.0,119,110,< 3,0.3
2018-07-11,39.0,17.0,107,93,< 3,0.3
2018-07-12,25.0,17.0,85,83,< 3,0.3
2018-07-13,27.0,16.0,109,93,< 3,0.3
2018-07-14,27.0,15.0,129,111,< 3,0.3
2018-07-15,33.0,19.0,140,131,< 3,0.4
2018-07-16,26.0,15.0,139,124,< 3,0.3
2018-07-17,33.0,14.0,101,93,< 3,0.3
2018-07-18,38.0,,124,113,< 3,0.4
2018-07-19,37.0,,160,145,< 3,0.4
2018-07-20,37.0,,142,128,< 3,0.4
2018-07-21,44.0,22.0,125,107,< 3,0.5
2018-07-22,39.0,12.0,124,90,< 3,0.4
2018-07-23,22.0,12.0,107,88,< 3,0.4
2018-07-24,30.0,10.0,118,100,< 3,0.3
2018-07-25,47.0,21.0,142,129,< 3,0.4
2018-07-26,49.0,24.0,155,143,< 3,0.5
2018-07-27,46.0,20.0,102,94,< 3,0.6
2018-07-28,48.0,19.0,148,128,< 3,0.4
2018-07-29,37.0,24.0,152,131,< 3,0.4
2018-07-30,27.0,26.0,132,123,< 3,0.4
2018-07-31,48.0,,172,146,< 3,0.4
2018-08-01,56.0,,170,139,< 3,0.5
2018-08-02,40.0,,152,144,< 3,0.5
2018-08-03,46.0,22.0,136,99,< 3,0.4
2018-08-04,55.0,28.0,122,106,< 3,0.5
2018-08-05,50.0,27.0,130,114,< 3,0.6
2018-08-06,43.0,29.0,147,132,< 3,0.7
2018-08-07,44.0,27.0,95,,< 3,0.5
2018-08-08,36.0,30.0,143,112,< 3,0.5
2018-08-09,40.0,26.0,127,83,< 3,0.4
2018-08-10,43.0,,114,,< 3,0.5
2018-08-11,36.0,19.0,113,105,< 3,0.4
2018-08-12,37.0,24.0,125,105,< 3,0.4
2018-08-13,21.0,18.0,118,109,< 3,0.4
2018-08-14,34.0,22.0,117,99,< 3,0.4
2018-08-15,21.0,14.0,77,69,< 3,0.3
2018-08-16,37.0,11.0,91,81,< 3,0.4
2018-08-17,34.0,17.0,112,101,< 3,0.4
2018-08-18,41.0,19.0,124,114,< 3,0.5
2018-08-19,46.0,26.0,128,112,< 3,0.6
2018-08-20,39.0,27.0,129,123,< 3,0.5
2018-08-21,51.0,27.0,146,125,< 3,0.4
2018-08-22,51.0,28.0,137,124,< 3,0.5
2018-08-23,50.0,31.0,164,144,< 3,0.5
2018-08-24,52.0,36.0,168,135,< 3,0.5
2018-08-25,36.0,33.0,140,125,< 3,0.6
2018-08-26,35.0,16.0,101,92,< 3,0.5
2018-08-27,34.0,6.0,76,68,< 3,0.5
2018-08-28,64.0,17.0,83,70,< 3,0.5
2018-08-29,68.0,22.0,100,87,< 3,0.6
2018-08-30,57.0,22.0,118,106,< 3,
2018-08-31,48.0,26.0,95,82,3,0.4
2018-09-01,42.0,22.0,104,87,3,0.4
2018-09-02,21.0,14.0,87,75,< 3,0.3
2018-09-03,23.0,11.0,73,62,< 3,0.4
2018-09-04,37.0,16.0,81,65,< 3,0.4
2018-09-05,39.0,20.0,90,78,< 3,0.5
2018-09-06,38.0,41.0,126,100,< 3,0.5
2018-09-07,46.0,,,,< 3,
2018-09-08,,,,,,
2018-09-09,,,,,,
2018-09-10,,,,,,
2018-09-11,48.0,,97,,,
2018-09-12,48.0,34.0,130,98,< 3,0.7
2018-09-13,45.0,,136,112,< 3,0.5
2018-09-14,40.0,55.0,107,,4,
2018-09-15,54.0,46.0,122,96,4,0.5
2018-09-16,48.0,28.0,102,80,4,0.5
2018-09-17,39.0,26.0,102,84,< 3,0.6
2018-09-18,41.0,30.0,100,80,< 3,0.5
2018-09-19,44.0,30.0,92,71,< 3,0.4
2018-09-20,39.0,34.0,104,78,< 3,0.4
2018-09-21,65.0,34.0,120,93,< 3,0.7
2018-09-22,60.0,35.0,111,89,< 3,0.7
2018-09-23,34.0,35.0,96,69,< 3,0.4
2018-09-24,32.0,27.0,87,70,< 3,0.3
2018-09-25,41.0,24.0,70,64,< 3,0.5
2018-09-26,78.0,16.0,77,70,< 3,0.3
2018-09-27,62.0,20.0,69,64,< 3,0.4
2018-09-28,53.0,,68,56,< 3,0.5
2018-09-29,97.0,,55,,< 3,
2018-09-30,46.0,22.0,101,95,< 3,1.4
2018-10-01,54.0,19.0,74,66,< 3,0.4
2018-10-02,54.0,,21,,< 3,
2018-10-03,61.0,,56,,3,
2018-10-04,72.0,29.0,66,49,13,
2018-10-05,86.0,26.0,69,55,3,
2018-10-06,71.0,26.0,88,71,5,
2018-10-07,27.0,25.0,65,57,< 3,
2018-10-08,41.0,18.0,55,44,< 3,
2018-10-09,57.0,27.0,54,39,< 3,
2018-10-10,82.0,40.0,93,70,< 3,0.9
2018-10-11,91.0,52.0,90,72,7,0.7
2018-10-12,71.0,,84,67,5,0.6
2018-10-13,76.0,63.0,70,,< 3,
2018-10-14,78.0,53.0,100,78,4,0.9
2018-10-15,70.0,29.0,104,77,5,0.9
2018-10-16,68.0,51.0,64,48,5,0.7
2018-10-17,68.0,49.0,48,30,< 3,0.6
2018-10-18,60.0,45.0,28,18,< 3,0.6
2018-10-19,72.0,49.0,49,28,< 3,1.2
2018-10-20,94.0,52.0,93,59,< 3,1.2
2018-10-21,77.0,61.0,83,64,< 3,1.2
2018-10-22,43.0,40.0,74,61,3,1.3
2018-10-23,71.0,24.0,57,42,< 3,0.8
2018-10-24,67.0,35.0,71,55,3,0.7
2018-10-25,78.0,74.0,36,12,3,0.8
2018-10-26,70.0,58.0,50,39,< 3,0.8
2018-10-27,56.0,39.0,29,19,4,0.5
2018-10-28,43.0,38.0,23,16,< 3,0.5
2018-10-29,39.0,20.0,57,52,< 3,0.4
2018-10-30,32.0,33.0,71,58,< 3,0.3
2018-10-31,55.0,17.0,62,59,< 3,0.7
2018-11-01,58.0,24.0,56,37,< 3,0.7
2018-11-02,28.0,28.0,57,43,< 3,0.3
2018-11-03,39.0,24.0,32,20,< 3,0.3
2018-11-04,42.0,21.0,41,24,< 3,0.9
2018-11-05,28.0,29.0,43,36,< 3,0.9
2018-11-06,36.0,30.0,44,34,< 3,0.3
2018-11-07,55.0,31.0,31,28,< 3,0.5
2018-11-08,45.0,41.0,29,17,< 3,0.8
2018-11-09,45.0,46.0,14,7,3,1
2018-11-10,39.0,41.0,17,13,< 3,0.9
2018-11-11,52.0,33.0,40,28,< 3,0.4
2018-11-12,60.0,47.0,35,24,< 3,0.9
2018-11-13,41.0,47.0,31,22,< 3,1.1
2018-11-14,47.0,52.0,12,13,< 3,1
2018-11-15,56.0,45.0,27,13,< 3,1.5
2018-11-16,68.0,41.0,38,25,3,1.6
2018-11-17,56.0,29.0,62,48,< 3,1.2
2018-11-18,36.0,21.0,65,53,< 3,0.4
2018-11-19,56.0,22.0,61,50,< 3,0.5
2018-11-20,55.0,29.0,42,31,< 3,0.7
2018-11-21,57.0,15.0,47,43,4,0.6
2018-11-22,61.0,47.0,9,5,3,1.3
2018-11-23,54.0,56.0,< 4,< 4,< 3,1.3
2018-11-24,62.0,55.0,13,4,< 3,1.5
2018-11-25,51.0,25.0,35,25,< 3,0.6
2018-11-26,43.0,30.0,6,< 4,< 3,0.6
2018-11-27,49.0,38.0,5,4,3,0.8
2018-11-28,45.0,27.0,10,7,< 3,1
2018-11-29,73.0,40.0,23,13,4,1.2
2018-11-30,85.0,39.0,27,15,3,1.3
2018-12-01,73.0,38.0,25,17,4,1.1
2018-12-02,69.0,60.0,26,14,3,1.1
2018-12-03,55.0,88.0,< 4,< 4,< 3,1
2018-12-04,67.0,94.0,10,6,< 3,1.7
2018-12-05,79.0,95.0,8,4,3,2
2018-12-06,71.0,62.0,4,< 4,< 3,2.1
2018-12-07,71.0,44.0,19,13,< 3,1.3
2018-12-08,62.0,75.0,4,< 4,< 3,1.3
2018-12-09,56.0,64.0,13,8,< 3,1.5
2018-12-10,50.0,51.0,35,25,< 3,1.6
2018-12-11,84.0,51.0,12,4,< 3,1
2018-12-12,80.0,24.0,52,26,< 3,1
2018-12-13,101.0,47.0,19,10,3,2.2
2018-12-14,68.0,36.0,27,12,< 3,2.2
2018-12-15,77.0,33.0,43,27,3,1.1
2018-12-16,77.0,62.0,19,9,3,1.7
2018-12-17,69.0,69.0,9,6,3,2.1
2018-12-18,80.0,68.0,32,12,< 3,1.8
2018-12-19,99.0,80.0,7,4,3,2.2
2018-12-20,97.0,70.0,< 4,< 4,3,2.1
2018-12-21,67.0,41.0,19,12,3,1.3
2018-12-22,51.0,52.0,< 4,< 4,< 3,1.3
2018-12-23,59.0,77.0,< 4,< 4,3,2
2018-12-24,49.0,69.0,< 4,< 4,3,2.3
2018-12-25,48.0,61.0,7,< 4,< 3,1.2
2018-12-26,35.0,31.0,5,< 4,< 3,1.2
2018-12-27,39.0,34.0,14,9,< 3,0.5
2018-12-28,48.0,40.0,7,6,< 3,0.6
2018-12-29,54.0,53.0,< 4,< 4,3,1.4
2018-12-30,64.0,91.0,< 4,< 4,< 3,2.2
2018-12-31,62.0,101.0,12,5,< 3,2.6
2019-01-01,62.0,102.0,10,4,4,2.3
2019-01-02,59.0,79.0,10,5,4,2.3
2019-01-03,72.0,38.0,58,27,< 3,0.9
2019-01-04,98.0,56.0,24,9,4,2.2
2019-01-05,86.0,68.0,24,9,3,2
2019-01-06,90.0,95.0,4,< 4,3,1.8
2019-01-07,84.0,115.0,32,15,< 3,2
2019-01-08,74.0,94.0,7,4,3,2.1
2019-01-09,92.0,75.0,< 4,< 4,3,1.7
2019-01-10,59.0,68.0,< 4,< 4,< 3,1.7
2019-01-11,104.0,78.0,14,6,3,2.2
2019-01-12,86.0,84.0,17,6,3,2.6
2019-01-13,73.0,86.0,10,5,< 3,2.4
2019-01-14,66.0,82.0,20,11,3,1.8
2019-01-15,64.0,62.0,52,32,< 3,1.7
2019-01-16,107.0,45.0,58,47,6,1.6
2019-01-17,105.0,72.0,17,8,5,1.6
2019-01-18,68.0,85.0,4,< 4,3,1.8
2019-01-19,55.0,36.0,49,37,< 3,1
2019-01-20,70.0,29.0,41,39,< 3,1
2019-01-21,68.0,55.0,40,24,< 3,1.2
2019-01-22,76.0,65.0,48,30,< 3,1.2
2019-01-23,74.0,29.0,62,45,< 3,0.8
2019-01-24,48.0,27.0,49,43,< 3,0.5
2019-01-25,88.0,35.0,67,44,3,1.6
2019-01-26,90.0,50.0,41,27,3,1.6
2019-01-27,93.0,87.0,12,6,3,1.9
2019-01-28,64.0,84.0,14,6,< 3,2
2019-01-29,66.0,39.0,38,18,< 3,0.8
2019-01-30,87.0,37.0,41,20,4,1.3
2019-01-31,64.0,36.0,34,24,< 3,1.4
2019-02-01,66.0,34.0,45,30,< 3,0.8
2019-02-02,59.0,28.0,43,31,< 3,1
2019-02-03,57.0,24.0,38,19,< 3,1
2019-02-04,53.0,32.0,26,28,< 3,1
2019-02-05,74.0,30.0,55,41,< 3,1
2019-02-06,81.0,,42,28,< 3,0.9
2019-02-07,99.0,44.0,42,32,< 3,1.3
2019-02-08,91.0,59.0,33,19,3,1.5
2019-02-09,103.0,73.0,57,33,< 3,1.7
2019-02-10,77.0,78.0,39,22,< 3,1.9
2019-02-11,72.0,101.0,21,12,< 3,1.2
2019-02-12,55.0,48.0,33,19,< 3,0.7
2019-02-13,77.0,22.0,46,36,< 3,0.7
2019-02-14,87.0,46.0,57,44,3,1.1
2019-02-15,93.0,66.0,38,23,< 3,1.4
2019-02-16,109.0,72.0,43,29,3,1.9
2019-02-17,95.0,87.0,39,20,3,1.9
2019-02-18,89.0,120.0,54,32,3,2.2
2019-02-19,107.0,132.0,26,12,5,1.7
2019-02-20,89.0,110.0,32,18,< 3,1.5
2019-02-21,88.0,144.0,38,23,< 3,1.4
2019-02-22,93.0,128.0,56,31,< 3,1.9
2019-02-23,112.0,137.0,36,19,< 3,2
2019-02-24,83.0,57.0,76,68,< 3,2.1
2019-02-25,89.0,44.0,60,54,< 3,1.1
2019-02-26,111.0,75.0,61,44,5,1.7
2019-02-27,106.0,88.0,28,17,5,1.7
2019-02-28,109.0,94.0,56,31,< 3,2
2019-03-01,102.0,79.0,64,49,5,1.1
2019-03-02,84.0,55.0,60,45,< 3,1.2
2019-03-03,62.0,100.0,60,47,4,1.4
2019-03-04,60.0,110.0,83,70,4,0.9
2019-03-05,56.0,75.0,56,42,< 3,0.7
2019-03-06,74.0,66.0,59,41,3,0.7
2019-03-07,65.0,61.0,61,48,< 3,0.7
2019-03-08,85.0,66.0,62,51,3,1.2
2019-03-09,83.0,41.0,78,64,< 3,1.3
2019-03-10,67.0,41.0,77,63,< 3,0.7
2019-03-11,54.0,51.0,52,45,5,0.6
2019-03-12,55.0,43.0,86,62,3,0.5
2019-03-13,49.0,15.0,75,71,< 3,0.4
2019-03-14,83.0,34.0,56,43,3,0.8
2019-03-15,67.0,51.0,64,48,< 3,1
2019-03-16,85.0,68.0,66,51,5,0.7
2019-03-17,72.0,70.0,69,63,< 3,0.7
2019-03-18,45.0,50.0,63,58,3,0.6
2019-03-19,41.0,25.0,75,69,< 3,0.3
2019-03-20,64.0,21.0,82,72,< 3,0.4
2019-03-21,54.0,25.0,79,75,< 3,0.4
2019-03-22,98.0,35.0,85,76,4,0.9
2019-03-23,118.0,49.0,85,75,3,1.1
2019-03-24,93.0,42.0,90,81,3,1.2
2019-03-25,75.0,46.0,91,81,3,1.2
2019-03-26,51.0,48.0,94,79,3,0.5
2019-03-27,79.0,12.0,85,79,< 3,0.5
2019-03-28,82.0,18.0,81,76,< 3,0.6
2019-03-29,66.0,20.0,82,77,< 3,0.5
2019-03-30,96.0,34.0,75,69,3,0.7
2019-03-31,97.0,49.0,90,70,< 3,1
2019-04-01,90.0,54.0,101,87,< 3,0.7
2019-04-02,102.0,44.0,108,102,3,0.7
2019-04-03,90.0,51.0,82,73,4,0.5
2019-04-04,60.0,32.0,86,80,3,0.4
2019-04-05,41.0,30.0,90,82,3,
2019-04-06,45.0,16.0,68,68,< 3,0.3
2019-04-07,58.0,29.0,74,68,< 3,0.4
2019-04-08,65.0,36.0,81,58,< 3,0.6
2019-04-09,59.0,38.0,27,22,< 3,0.7
2019-04-10,61.0,37.0,40,30,< 3,0.8
2019-04-11,54.0,27.0,81,65,4,0.5
2019-04-12,50.0,17.0,63,57,< 3,0.4
2019-04-13,40.0,17.0,63,60,< 3,0.4
2019-04-14,44.0,33.0,54,50,< 3,0.4
2019-04-15,44.0,25.0,80,72,< 3,0.4
2019-04-16,92.0,28.0,88,,< 3,1.1
2019-04-17,81.0,39.0,105,95,3,0.7
2019-04-18,112.0,44.0,130,116,< 3,0.6
2019-04-19,69.0,33.0,119,109,< 3,0.6
2019-04-20,90.0,26.0,113,106,< 3,0.7
2019-04-21,73.0,27.0,122,117,< 3,0.8
2019-04-22,53.0,23.0,130,122,3,0.6
2019-04-23,20.0,32.0,115,108,3,0.3
2019-04-24,28.0,24.0,85,97,< 3,0.2
2019-04-25,52.0,,73,66,< 3,0.3
2019-04-26,25.0,66.0,96,91,< 3,0.3
2019-04-27,35.0,53.0,85,79,< 3,0.3
2019-04-28,41.0,14.0,103,95,< 3,0.3
2019-04-29,19.0,12.0,93,85,< 3,0.3
2019-04-30,29.0,8.0,88,79,< 3,0.2
2019-05-01,52.0,16.0,90,76,3,0.3
2019-05-02,54.0,16.0,122,112,< 3,0.4
2019-05-03,44.0,18.0,118,103,4,0.3
2019-05-04,30.0,14.0,86,83,< 3,0.3
2019-05-05,21.0,17.0,94,84,4,0.2
2019-05-06,19.0,9.0,78,75,3,0.2
2019-05-07,36.0,12.0,97,91,< 3,0.3
2019-05-08,48.0,16.0,95,89,< 3,0.3
2019-05-09,65.0,22.0,83,72,3,0.3
2019-05-10,34.0,13.0,108,100,< 3,0.3
2019-05-11,48.0,18.0,106,99,< 3,0.2
2019-05-12,,15.0,97,94,4,0.3
2019-05-13,,6.0,87,84,< 3,0.2
2019-05-14,48.0,13.0,67,52,< 3,0.3
2019-05-15,59.0,18.0,86,80,< 3,0.4
2019-05-16,63.0,17.0,73,64,< 3,0.5
2019-05-17,45.0,15.0,92,73,< 3,0.5
2019-05-18,50.0,14.0,92,86,3,0.4
2019-05-19,23.0,12.0,65,62,< 3,0.3
2019-05-20,35.0,13.0,88,84,< 3,0.3
2019-05-21,35.0,11.0,77,75,< 3,0.3
2019-05-22,45.0,19.0,73,63,< 3,0.3
2019-05-23,43.0,23.0,113,98,< 3,0.3
2019-05-24,36.0,24.0,129,116,< 3,0.3
2019-05-25,42.0,18.0,121,108,3,0.3
2019-05-26,29.0,22.0,102,97,< 3,0.3
2019-05-27,30.0,19.0,112,109,3,0.3
2019-05-28,44.0,9.0,96,93,< 3,0.2
2019-05-29,27.0,11.0,97,86,< 3,0.2
2019-05-30,37.0,8.0,70,73,< 3,0.2
2019-05-31,40.0,11.0,82,72,< 3,0.3
2019-06-01,80.0,18.0,112,106,< 3,0.4
2019-06-02,38.0,14.0,120,117,7,0.5
2019-06-03,46.0,21.0,122,119,4,0.2
2019-06-04,38.0,25.0,139,129,5,0.2
2019-06-05,48.0,27.0,148,131,5,0.2
2019-06-06,39.0,26.0,108,103,5,0.3
2019-06-07,23.0,24.0,121,,< 3,0.3
2019-06-08,26.0,35.0,128,116,< 3,0.2
2019-06-09,24.0,31.0,133,121,< 3,0.2
2019-06-10,60.0,36.0,150,135,3,0.2
2019-06-11,45.0,41.0,107,92,< 3,0.3
2019-06-12,41.0,50.0,106,101,3,0.2
2019-06-13,32.0,43.0,110,99,7,0.2
2019-06-14,29.0,30.0,156,149,< 3,0.2
2019-06-15,61.0,28.0,147,127,4,0.2
2019-06-16,73.0,42.0,174,149,3,0.3
2019-06-17,32.0,38.0,156,147,< 3,0.2
2019-06-18,36.0,27.0,120,116,< 3,0.2
2019-06-19,32.0,28.0,142,136,6,0.2
2019-06-20,45.0,36.0,177,158,5,0.2
2019-06-21,36.0,27.0,150,142,4,0.1
2019-06-22,30.0,33.0,170,150,3,0.2
2019-06-23,31.0,25.0,104,96,< 3,0.4
2019-06-24,32.0,18.0,152,138,< 3,0.4
2019-06-25,43.0,24.0,167,146,< 3,0.2
2019-06-26,52.0,32.0,189,172,3,0.2
2019-06-27,38.0,34.0,183,161,< 3,0.3
2019-06-28,49.0,50.0,240,222,< 3,0.4
2019-06-29,31.0,38.0,125,117,< 3,0.4
2019-06-30,32.0,30.0,146,141,3,0.2
2019-07-01,35.0,32.0,201,179,5,0.2
2019-07-02,42.0,28.0,136,122,9,0.2
2019-07-03,38.0,28.0,164,152,3,0.2
2019-07-04,35.0,,168,147,< 3,0.2
2019-07-05,34.0,,159,138,< 3,0.2
2019-07-06,46.0,,197,176,3,0.2
2019-07-07,25.0,26.0,167,141,3,0.2
2019-07-08,23.0,18.0,132,126,3,0.2
2019-07-09,28.0,28.0,130,118,3,0.1
2019-07-10,44.0,15.0,110,96,< 3,0.2
2019-07-11,46.0,19.0,116,110,< 3,0.2
2019-07-12,33.0,19.0,122,113,3,0.2
2019-07-13,42.0,21.0,143,127,< 3,0.2
2019-07-14,29.0,15.0,133,125,< 3,0.2
2019-07-15,24.0,11.0,132,123,3,0.1
2019-07-16,32.0,14.0,100,92,< 3,0.1
2019-07-17,47.0,23.0,147,139,< 3,0.2
2019-07-18,50.0,28.0,148,142,< 3,0.2
2019-07-19,42.0,27.0,114,107,< 3,0.1
2019-07-20,42.0,24.0,165,145,3,0.2
2019-07-21,42.0,23.0,154,135,3,0.2
2019-07-22,31.0,28.0,147,131,< 3,0.3
2019-07-23,37.0,27.0,184,159,3,0.3
2019-07-24,46.0,32.0,163,153,4,0.3
2019-07-25,53.0,28.0,165,150,3,0.3
2019-07-26,51.0,28.0,148,140,4,0.3
2019-07-27,41.0,26.0,207,150,3,0.3
2019-07-28,27.0,,116,96,3,0.1
2019-07-29,18.0,19.0,92,78,,0.1
2019-07-30,25.0,,109,103,3,0.1
2019-07-31,42.0,25.0,140,125,4,0.3
2019-08-01,37.0,17.0,132,104,3,0.3
2019-08-02,38.0,21.0,138,124,4,0.3
2019-08-03,34.0,17.0,115,101,< 3,0.3
2019-08-04,37.0,16.0,123,117,< 3,0.3
2019-08-05,36.0,15.0,124,120,3,0.3
2019-08-06,42.0,18.0,140,120,3,0.4
2019-08-07,41.0,16.0,121,113,3,0.3
2019-08-08,30.0,14.0,123,107,3,0.2
2019-08-09,28.0,18.0,137,121,< 3,0.2
2019-08-10,36.0,22.0,141,129,< 3,0.2
2019-08-11,32.0,27.0,109,94,5,0.3
2019-08-12,28.0,22.0,136,121,5,0.3
2019-08-13,29.0,28.0,113,99,4,0.3
2019-08-14,25.0,20.0,108,94,< 3,0.2
2019-08-15,27.0,11.0,92,88,3,0.1
2019-08-16,16.0,14.0,117,112,4,0.1
2019-08-17,22.0,10.0,112,101,< 3,0.2
2019-08-18,28.0,14.0,118,108,< 3,0.2
2019-08-19,26.0,15.0,118,108,< 3,0.2
2019-08-20,36.0,15.0,109,105,< 3,0.3
2019-08-21,35.0,20.0,158,133,3,0.3
2019-08-22,30.0,22.0,135,125,< 3,0.2
2019-08-23,28.0,20.0,118,99,4,0.2
2019-08-24,34.0,23.0,96,76,3,0.4
2019-08-25,24.0,23.0,128,120,3,0.4
2019-08-26,30.0,22.0,136,120,3,0.3
2019-08-27,42.0,36.0,142,131,< 3,0.3
2019-08-28,39.0,36.0,162,139,< 3,0.3
2019-08-29,41.0,39.0,141,120,4,0.4
2019-08-30,67.0,37.0,159,138,3,0.4
2019-08-31,41.0,32.0,147,123,3,0.4
2019-09-01,22.0,28.0,167,141,3,0.2
2019-09-02,24.0,30.0,153,140,< 3,0.2
2019-09-03,37.0,26.0,105,97,< 3,0.2
2019-09-04,41.0,10.0,92,85,< 3,0.3
2019-09-05,61.0,27.0,136,119,< 3,0.3
2019-09-06,45.0,23.0,139,121,3,0.3
2019-09-07,27.0,14.0,82,76,< 3,0.3
2019-09-08,26.0,12.0,102,95,< 3,0.1
2019-09-09,16.0,11.0,83,74,< 3,0.1
2019-09-10,29.0,13.0,95,78,4,0.2
2019-09-11,56.0,15.0,102,94,< 3,0.3
2019-09-12,75.0,20.0,118,102,< 3,0.5
2019-09-13,73.0,27.0,122,107,3,0.5
2019-09-14,60.0,26.0,119,99,< 3,0.4
2019-09-15,64.0,27.0,110,98,< 3,0.5
2019-09-16,49.0,24.0,116,94,< 3,0.6
2019-09-17,50.0,34.0,141,110,3,0.4
2019-09-18,46.0,25.0,115,105,3,0.3
2019-09-19,33.0,26.0,76,68,3,0.3
2019-09-20,37.0,19.0,80,73,< 3,0.3
2019-09-21,74.0,23.0,84,71,6,0.4
2019-09-22,62.0,22.0,94,82,4,0.5
2019-09-23,58.0,22.0,58,52,< 3,0.5
2019-09-24,38.0,23.0,42,34,< 3,0.3
2019-09-25,57.0,13.0,88,74,< 3,0.4
2019-09-26,39.0,23.0,58,43,3,0.3
2019-09-27,52.0,15.0,91,70,4,0.3
2019-09-28,54.0,24.0,91,74,6,0.4
2019-09-29,43.0,30.0,94,75,3,0.3
2019-09-30,52.0,26.0,101,88,< 3,0.3
2019-10-01,55.0,29.0,87,72,4,0.3
2019-10-02,36.0,27.0,84,73,< 3,0.3
2019-10-03,45.0,23.0,65,47,< 3,0.3
2019-10-04,63.0,11.0,67,57,< 3,0.4
2019-10-05,47.0,15.0,67,47,< 3,0.5
2019-10-06,65.0,29.0,87,71,3,0.4
2019-10-07,44.0,20.0,53,48,< 3,0.4
2019-10-08,69.0,19.0,70,59,5,0.3
2019-10-09,58.0,16.0,59,51,< 3,0.4
2019-10-10,45.0,,54,35,4,0.5
2019-10-11,57.0,35.0,65,,3,
2019-10-12,63.0,23.0,69,52,< 3,0.6
2019-10-13,55.0,22.0,77,48,< 3,0.6
2019-10-14,54.0,68.0,87,62,< 3,0.5
2019-10-15,48.0,71.0,57,49,< 3,0.6
2019-10-16,43.0,62.0,66,41,< 3,0.4
2019-10-17,52.0,24.0,62,43,< 3,0.7
2019-10-18,64.0,39.0,73,56,< 3,0.8
2019-10-19,50.0,44.0,62,37,< 3,0.4
2019-10-20,43.0,45.0,50,39,< 3,0.4
2019-10-21,32.0,26.0,91,74,< 3,0.3
2019-10-22,56.0,37.0,60,51,< 3,0.3
2019-10-23,74.0,43.0,56,41,3,0.8
2019-10-24,64.0,55.0,66,43,< 3,0.8
2019-10-25,63.0,45.0,48,27,< 3,0.5
2019-10-26,69.0,42.0,65,43,< 3,0.9
2019-10-27,67.0,32.0,71,50,< 3,0.9
2019-10-28,58.0,52.0,60,46,3,0.9
2019-10-29,55.0,59.0,17,7,3,1.4
2019-10-30,47.0,31.0,18,15,< 3,1.4
2019-10-31,51.0,26.0,32,26,< 3,0.3
2019-11-01,54.0,20.0,30,22,< 3,0.4
2019-11-02,51.0,19.0,62,53,< 3,0.5
2019-11-03,53.0,27.0,34,28,< 3,0.6
2019-11-04,46.0,18.0,29,20,< 3,0.7
2019-11-05,53.0,22.0,32,19,< 3,0.7
2019-11-06,46.0,23.0,36,15,< 3,0.4
2019-11-07,60.0,29.0,22,11,< 3,0.8
2019-11-08,65.0,,40,27,< 3,0.7
2019-11-09,50.0,15.0,44,36,< 3,0.3
2019-11-10,52.0,17.0,53,47,< 3,0.3
2019-11-11,53.0,29.0,59,41,< 3,1
2019-11-12,41.0,20.0,26,19,< 3,1.1
2019-11-13,33.0,14.0,51,44,< 3,0.1
2019-11-14,48.0,25.0,42,34,< 3,0.7
2019-11-15,65.0,22.0,50,31,< 3,0.9
2019-11-16,58.0,15.0,55,42,< 3,0.2
2019-11-17,62.0,30.0,34,26,< 3,0.3
2019-11-18,32.0,15.0,59,46,< 3,0.3
2019-11-19,64.0,22.0,47,32,< 3,0.1
2019-11-20,53.0,14.0,55,51,< 3,0.1
2019-11-21,57.0,23.0,43,24,< 3,0.2
2019-11-22,55.0,44.0,14,10,< 3,0.3
2019-11-23,59.0,36.0,33,23,< 3,0.3
2019-11-24,30.0,18.0,49,45,< 3,0.1
2019-11-25,29.0,16.0,62,52,< 3,< 0.1
2019-11-26,66.0,23.0,52,50,< 3,1.1
2019-11-27,65.0,37.0,30,18,3,1.7
2019-11-28,45.0,34.0,6,< 4,< 3,1.8
2019-11-29,43.0,32.0,15,9,< 3,0.6
2019-11-30,49.0,45.0,12,6,< 3,0.9
2019-12-01,46.0,39.0,18,10,< 3,0.9
